date,day_of_week,month,year,is_weekend,is_holiday,menu_item,units_sold,unit_price,revenue
2023-05-13,Saturday,5,2023,1,0,Masala Dosa,63,120,7560
2023-05-13,Saturday,5,2023,1,0,Naan,196,60,11760
2023-05-13,Saturday,5,2023,1,0,Paneer Tikka,94,280,26320
2023-05-14,Sunday,5,2023,1,0,Biryani,128,350,44800
2023-05-14,Sunday,5,2023,1,0,Butter Chicken,105,320,33600
2023-05-14,Sunday,5,2023,1,0,Dal Makhani,78,220,17160
2023-05-14,Sunday,5,2023,1,0,Gulab Jamun,61,80,4880
2023-05-14,Sunday,5,2023,1,0,Mango Lassi,97,90,8730
2023-05-14,Sunday,5,2023,1,0,Masala Dosa,100,120,12000
2023-05-14,Sunday,5,2023,1,0,Naan,169,60,10140
2023-05-14,Sunday,5,2023,1,0,Paneer Tikka,71,280,19880
2023-05-15,Monday,5,2023,0,0,Biryani,101,350,35350
2023-05-15,Monday,5,2023,0,0,Butter Chicken,66,320,21120
2023-05-15,Monday,5,2023,0,0,Dal Makhani,38,220,8360
2023-05-15,Monday,5,2023,0,0,Gulab Jamun,43,80,3440
2023-05-15,Monday,5,2023,0,0,Mango Lassi,60,90,5400
2023-05-15,Monday,5,2023,0,0,Masala Dosa,54,120,6480
2023-05-15,Monday,5,2023,0,0,Naan,86,60,5160
2023-05-15,Monday,5,2023,0,0,Paneer Tikka,41,280,11480
2023-05-16,Tuesday,5,2023,0,0,Biryani,108,350,37800
2023-05-16,Tuesday,5,2023,0,0,Butter Chicken,78,320,24960
2023-05-16,Tuesday,5,2023,0,0,Dal Makhani,64,220,14080
2023-05-16,Tuesday,5,2023,0,0,Gulab Jamun,51,80,4080
2023-05-16,Tuesday,5,2023,0,0,Mango Lassi,70,90,6300
2023-05-16,Tuesday,5,2023,0,0,Masala Dosa,75,120,9000
2023-05-16,Tuesday,5,2023,0,0,Naan,139,60,8340
2023-05-16,Tuesday,5,2023,0,0,Paneer Tikka,58,280,16240
2023-05-17,Wednesday,5,2023,0,0,Biryani,111,350,38850
2023-05-17,Wednesday,5,2023,0,0,Butter Chicken,79,320,25280
2023-05-17,Wednesday,5,2023,0,0,Dal Makhani,51,220,11220
2023-05-17,Wednesday,5,2023,0,0,Gulab Jamun,50,80,4000
2023-05-17,Wednesday,5,2023,0,0,Mango Lassi,67,90,6030
2023-05-17,Wednesday,5,2023,0,0,Masala Dosa,72,120,8640
2023-05-17,Wednesday,5,2023,0,0,Naan,145,60,8700
2023-05-17,Wednesday,5,2023,0,0,Paneer Tikka,60,280,16800
2023-05-18,Thursday,5,2023,0,0,Biryani,125,350,43750
2023-05-18,Thursday,5,2023,0,0,Butter Chicken,82,320,26240
2023-05-18,Thursday,5,2023,0,0,Dal Makhani,53,220,11660
2023-05-18,Thursday,5,2023,0,0,Gulab Jamun,57,80,4560
2023-05-18,Thursday,5,2023,0,0,Mango Lassi,67,90,6030
2023-05-18,Thursday,5,2023,0,0,Masala Dosa,46,120,5520
2023-05-18,Thursday,5,2023,0,0,Naan,149,60,8940
2023-05-18,Thursday,5,2023,0,0,Paneer Tikka,46,280,12880
2023-05-19,Friday,5,2023,0,0,Biryani,163,350,57050
2023-05-19,Friday,5,2023,0,0,Butter Chicken,125,320,40000
2023-05-19,Friday,5,2023,0,0,Dal Makhani,60,220,13200
2023-05-19,Friday,5,2023,0,0,Gulab Jamun,60,80,4800
2023-05-19,Friday,5,2023,0,0,Mango Lassi,94,90,8460
2023-05-19,Friday,5,2023,0,0,Masala Dosa,119,120,14280
2023-05-19,Friday,5,2023,0,0,Naan,166,60,9960
2023-05-19,Friday,5,2023,0,0,Paneer Tikka,72,280,20160
2023-05-20,Saturday,5,2023,1,0,Biryani,155,350,54250
2023-05-20,Saturday,5,2023,1,0,Butter Chicken,122,320,39040
2023-05-20,Saturday,5,2023,1,0,Dal Makhani,72,220,15840
2023-05-20,Saturday,5,2023,1,0,Gulab Jamun,63,80,5040
2023-05-20,Saturday,5,2023,1,0,Mango Lassi,103,90,9270
2023-05-20,Saturday,5,2023,1,0,Masala Dosa,96,120,11520
2023-05-20,Saturday,5,2023,1,0,Naan,231,60,13860
2023-05-20,Saturday,5,2023,1,0,Paneer Tikka,88,280,24640
2023-05-21,Sunday,5,2023,1,0,Biryani,164,350,57400
2023-05-21,Sunday,5,2023,1,0,Butter Chicken,125,320,40000
2023-05-21,Sunday,5,2023,1,0,Dal Makhani,59,220,12980
2023-05-21,Sunday,5,2023,1,0,Gulab Jamun,64,80,5120
2023-05-21,Sunday,5,2023,1,0,Mango Lassi,83,90,7470
2023-05-21,Sunday,5,2023,1,0,Masala Dosa,83,120,9960
2023-05-21,Sunday,5,2023,1,0,Naan,215,60,12900
2023-05-21,Sunday,5,2023,1,0,Paneer Tikka,94,280,26320
2023-05-22,Monday,5,2023,0,0,Biryani,93,350,32550
2023-05-22,Monday,5,2023,0,0,Butter Chicken,65,320,20800
2023-05-22,Monday,5,2023,0,0,Dal Makhani,43,220,9460
2023-05-22,Monday,5,2023,0,0,Gulab Jamun,35,80,2800
2023-05-22,Monday,5,2023,0,0,Mango Lassi,60,90,5400
2023-05-22,Monday,5,2023,0,0,Masala Dosa,60,120,7200
2023-05-22,Monday,5,2023,0,0,Naan,127,60,7620
2023-05-22,Monday,5,2023,0,0,Paneer Tikka,51,280,14280
2023-05-23,Tuesday,5,2023,0,0,Biryani,120,350,42000
2023-05-23,Tuesday,5,2023,0,0,Butter Chicken,93,320,29760
2023-05-23,Tuesday,5,2023,0,0,Dal Makhani,55,220,12100
2023-05-23,Tuesday,5,2023,0,0,Gulab Jamun,45,80,3600
2023-05-23,Tuesday,5,2023,0,0,Mango Lassi,69,90,6210
2023-05-23,Tuesday,5,2023,0,0,Masala Dosa,83,120,9960
2023-05-23,Tuesday,5,2023,0,0,Naan,128,60,7680
2023-05-23,Tuesday,5,2023,0,0,Paneer Tikka,52,280,14560
2023-05-24,Wednesday,5,2023,0,0,Biryani,98,350,34300
2023-05-24,Wednesday,5,2023,0,0,Butter Chicken,80,320,25600
2023-05-24,Wednesday,5,2023,0,0,Dal Makhani,42,220,9240
2023-05-24,Wednesday,5,2023,0,0,Gulab Jamun,40,80,3200
2023-05-24,Wednesday,5,2023,0,0,Mango Lassi,50,90,4500
2023-05-24,Wednesday,5,2023,0,0,Masala Dosa,64,120,7680
2023-05-24,Wednesday,5,2023,0,0,Naan,158,60,9480
2023-05-24,Wednesday,5,2023,0,0,Paneer Tikka,61,280,17080
2023-05-25,Thursday,5,2023,0,0,Biryani,135,350,47250
2023-05-25,Thursday,5,2023,0,0,Butter Chicken,75,320,24000
2023-05-25,Thursday,5,2023,0,0,Dal Makhani,57,220,12540
2023-05-25,Thursday,5,2023,0,0,Gulab Jamun,51,80,4080
2023-05-25,Thursday,5,2023,0,0,Mango Lassi,65,90,5850
2023-05-25,Thursday,5,2023,0,0,Masala Dosa,91,120,10920
2023-05-25,Thursday,5,2023,0,0,Naan,122,60,7320
2023-05-25,Thursday,5,2023,0,0,Paneer Tikka,51,280,14280
2023-05-26,Friday,5,2023,0,0,Biryani,126,350,44100
2023-05-26,Friday,5,2023,0,0,Butter Chicken,77,320,24640
2023-05-26,Friday,5,2023,0,0,Dal Makhani,55,220,12100
2023-05-26,Friday,5,2023,0,0,Gulab Jamun,72,80,5760
2023-05-26,Friday,5,2023,0,0,Mango Lassi,98,90,8820
2023-05-26,Friday,5,2023,0,0,Masala Dosa,125,120,15000
2023-05-26,Friday,5,2023,0,0,Naan,202,60,12120
2023-05-26,Friday,5,2023,0,0,Paneer Tikka,105,280,29400
2023-05-27,Saturday,5,2023,1,0,Biryani,166,350,58100
2023-05-27,Saturday,5,2023,1,0,Butter Chicken,118,320,37760
2023-05-27,Saturday,5,2023,1,0,Dal Makhani,71,220,15620
2023-05-27,Saturday,5,2023,1,0,Gulab Jamun,56,80,4480
2023-05-27,Saturday,5,2023,1,0,Mango Lassi,89,90,8010
2023-05-27,Saturday,5,2023,1,0,Masala Dosa,96,120,11520
2023-05-27,Saturday,5,2023,1,0,Naan,182,60,10920
2023-05-27,Saturday,5,2023,1,0,Paneer Tikka,91,280,25480
2023-05-28,Sunday,5,2023,1,0,Biryani,134,350,46900
2023-05-28,Sunday,5,2023,1,0,Butter Chicken,88,320,28160
2023-05-28,Sunday,5,2023,1,0,Dal Makhani,60,220,13200
2023-05-28,Sunday,5,2023,1,0,Gulab Jamun,69,80,5520
2023-05-28,Sunday,5,2023,1,0,Mango Lassi,74,90,6660
2023-05-28,Sunday,5,2023,1,0,Masala Dosa,113,120,13560
2023-05-28,Sunday,5,2023,1,0,Naan,183,60,10980
2023-05-28,Sunday,5,2023,1,0,Paneer Tikka,82,280,22960
2023-05-29,Monday,5,2023,0,0,Biryani,79,350,27650
2023-05-29,Monday,5,2023,0,0,Butter Chicken,57,320,18240
2023-05-29,Monday,5,2023,0,0,Dal Makhani,39,220,8580
2023-05-29,Monday,5,2023,0,0,Gulab Jamun,37,80,2960
2023-05-29,Monday,5,2023,0,0,Mango Lassi,45,90,4050
2023-05-29,Monday,5,2023,0,0,Masala Dosa,50,120,6000
2023-05-29,Monday,5,2023,0,0,Naan,113,60,6780
2023-05-29,Monday,5,2023,0,0,Paneer Tikka,54,280,15120
2023-05-30,Tuesday,5,2023,0,0,Biryani,91,350,31850
2023-05-30,Tuesday,5,2023,0,0,Butter Chicken,76,320,24320
2023-05-30,Tuesday,5,2023,0,0,Dal Makhani,54,220,11880
2023-05-30,Tuesday,5,2023,0,0,Gulab Jamun,47,80,3760
2023-05-30,Tuesday,5,2023,0,0,Mango Lassi,79,90,7110
2023-05-30,Tuesday,5,2023,0,0,Masala Dosa,76,120,9120
2023-05-30,Tuesday,5,2023,0,0,Naan,133,60,7980
2023-05-30,Tuesday,5,2023,0,0,Paneer Tikka,63,280,17640
2023-05-31,Wednesday,5,2023,0,0,Biryani,114,350,39900
2023-05-31,Wednesday,5,2023,0,0,Butter Chicken,83,320,26560
2023-05-31,Wednesday,5,2023,0,0,Dal Makhani,54,220,11880
2023-05-31,Wednesday,5,2023,0,0,Gulab Jamun,42,80,3360
2023-05-31,Wednesday,5,2023,0,0,Mango Lassi,62,90,5580
2023-05-31,Wednesday,5,2023,0,0,Masala Dosa,72,120,8640
2023-05-31,Wednesday,5,2023,0,0,Naan,134,60,8040
2023-05-31,Wednesday,5,2023,0,0,Paneer Tikka,58,280,16240
2023-06-01,Thursday,6,2023,0,0,Biryani,90,350,31500
2023-06-01,Thursday,6,2023,0,0,Butter Chicken,64,320,20480
2023-06-01,Thursday,6,2023,0,0,Dal Makhani,44,220,9680
2023-06-01,Thursday,6,2023,0,0,Gulab Jamun,42,80,3360
2023-06-01,Thursday,6,2023,0,0,Mango Lassi,61,90,5490
2023-06-01,Thursday,6,2023,0,0,Masala Dosa,75,120,9000
2023-06-01,Thursday,6,2023,0,0,Naan,114,60,6840
2023-06-01,Thursday,6,2023,0,0,Paneer Tikka,70,280,19600
2023-06-02,Friday,6,2023,0,0,Biryani,129,350,45150
2023-06-02,Friday,6,2023,0,0,Butter Chicken,96,320,30720
2023-06-02,Friday,6,2023,0,0,Dal Makhani,82,220,18040
2023-06-02,Friday,6,2023,0,0,Gulab Jamun,63,80,5040
2023-06-02,Friday,6,2023,0,0,Mango Lassi,75,90,6750
2023-06-02,Friday,6,2023,0,0,Masala Dosa,94,120,11280
2023-06-02,Friday,6,2023,0,0,Naan,145,60,8700
2023-06-02,Friday,6,2023,0,0,Paneer Tikka,81,280,22680
2023-06-03,Saturday,6,2023,1,0,Biryani,144,350,50400
2023-06-03,Saturday,6,2023,1,0,Butter Chicken,102,320,32640
2023-06-03,Saturday,6,2023,1,0,Dal Makhani,64,220,14080
2023-06-03,Saturday,6,2023,1,0,Gulab Jamun,54,80,4320
2023-06-03,Saturday,6,2023,1,0,Mango Lassi,60,90,5400
2023-06-03,Saturday,6,2023,1,0,Masala Dosa,115,120,13800
2023-06-03,Saturday,6,2023,1,0,Naan,189,60,11340
2023-06-03,Saturday,6,2023,1,0,Paneer Tikka,77,280,21560
2023-06-04,Sunday,6,2023,1,0,Biryani,129,350,45150
2023-06-04,Sunday,6,2023,1,0,Butter Chicken,103,320,32960
2023-06-04,Sunday,6,2023,1,0,Dal Makhani,78,220,17160
2023-06-04,Sunday,6,2023,1,0,Gulab Jamun,62,80,4960
2023-06-04,Sunday,6,2023,1,0,Mango Lassi,85,90,7650
2023-06-04,Sunday,6,2023,1,0,Masala Dosa,85,120,10200
2023-06-04,Sunday,6,2023,1,0,Naan,204,60,12240
2023-06-04,Sunday,6,2023,1,0,Paneer Tikka,102,280,28560
2023-06-05,Monday,6,2023,0,0,Biryani,79,350,27650
2023-06-05,Monday,6,2023,0,0,Butter Chicken,59,320,18880
2023-06-05,Monday,6,2023,0,0,Dal Makhani,34,220,7480
2023-06-05,Monday,6,2023,0,0,Gulab Jamun,34,80,2720
2023-06-05,Monday,6,2023,0,0,Mango Lassi,38,90,3420
2023-06-05,Monday,6,2023,0,0,Masala Dosa,46,120,5520
2023-06-05,Monday,6,2023,0,0,Naan,92,60,5520
2023-06-05,Monday,6,2023,0,0,Paneer Tikka,45,280,12600
2023-06-06,Tuesday,6,2023,0,0,Biryani,110,350,38500
2023-06-06,Tuesday,6,2023,0,0,Butter Chicken,79,320,25280
2023-06-06,Tuesday,6,2023,0,0,Dal Makhani,53,220,11660
2023-06-06,Tuesday,6,2023,0,0,Gulab Jamun,49,80,3920
2023-06-06,Tuesday,6,2023,0,0,Mango Lassi,45,90,4050
2023-06-06,Tuesday,6,2023,0,0,Masala Dosa,70,120,8400
2023-06-06,Tuesday,6,2023,0,0,Naan,95,60,5700
2023-06-06,Tuesday,6,2023,0,0,Paneer Tikka,47,280,13160
2023-06-07,Wednesday,6,2023,0,0,Biryani,97,350,33950
2023-06-07,Wednesday,6,2023,0,0,Butter Chicken,92,320,29440
2023-06-07,Wednesday,6,2023,0,0,Dal Makhani,48,220,10560
2023-06-07,Wednesday,6,2023,0,0,Gulab Jamun,46,80,3680
2023-06-07,Wednesday,6,2023,0,0,Mango Lassi,47,90,4230
2023-06-07,Wednesday,6,2023,0,0,Masala Dosa,68,120,8160
2023-06-07,Wednesday,6,2023,0,0,Naan,134,60,8040
2023-06-07,Wednesday,6,2023,0,0,Paneer Tikka,61,280,17080
2023-06-08,Thursday,6,2023,0,0,Biryani,105,350,36750
2023-06-08,Thursday,6,2023,0,0,Butter Chicken,79,320,25280
2023-06-08,Thursday,6,2023,0,0,Dal Makhani,43,220,9460
2023-06-08,Thursday,6,2023,0,0,Gulab Jamun,49,80,3920
2023-06-08,Thursday,6,2023,0,0,Mango Lassi,57,90,5130
2023-06-08,Thursday,6,2023,0,0,Masala Dosa,77,120,9240
2023-06-08,Thursday,6,2023,0,0,Naan,114,60,6840
2023-06-08,Thursday,6,2023,0,0,Paneer Tikka,48,280,13440
2023-06-09,Friday,6,2023,0,0,Biryani,164,350,57400
2023-06-09,Friday,6,2023,0,0,Butter Chicken,90,320,28800
2023-06-09,Friday,6,2023,0,0,Dal Makhani,66,220,14520
2023-06-09,Friday,6,2023,0,0,Gulab Jamun,60,80,4800
2023-06-09,Friday,6,2023,0,0,Mango Lassi,69,90,6210
2023-06-09,Friday,6,2023,0,0,Masala Dosa,95,120,11400
2023-06-09,Friday,6,2023,0,0,Naan,217,60,13020
2023-06-09,Friday,6,2023,0,0,Paneer Tikka,75,280,21000
2023-06-10,Saturday,6,2023,1,0,Biryani,155,350,54250
2023-06-10,Saturday,6,2023,1,0,Butter Chicken,106,320,33920
2023-06-10,Saturday,6,2023,1,0,Dal Makhani,72,220,15840
2023-06-10,Saturday,6,2023,1,0,Gulab Jamun,45,80,3600
2023-06-10,Saturday,6,2023,1,0,Mango Lassi,76,90,6840
2023-06-10,Saturday,6,2023,1,0,Masala Dosa,76,120,9120
2023-06-10,Saturday,6,2023,1,0,Naan,153,60,9180
2023-06-10,Saturday,6,2023,1,0,Paneer Tikka,76,280,21280
2023-06-11,Sunday,6,2023,1,0,Biryani,150,350,52500
2023-06-11,Sunday,6,2023,1,0,Butter Chicken,90,320,28800
2023-06-11,Sunday,6,2023,1,0,Dal Makhani,84,220,18480
2023-06-11,Sunday,6,2023,1,0,Gulab Jamun,59,80,4720
2023-06-11,Sunday,6,2023,1,0,Mango Lassi,71,90,6390
2023-06-11,Sunday,6,2023,1,0,Masala Dosa,100,120,12000
2023-06-11,Sunday,6,2023,1,0,Naan,169,60,10140
2023-06-11,Sunday,6,2023,1,0,Paneer Tikka,58,280,16240
2023-06-12,Monday,6,2023,0,0,Biryani,87,350,30450
2023-06-12,Monday,6,2023,0,0,Butter Chicken,68,320,21760
2023-06-12,Monday,6,2023,0,0,Dal Makhani,40,220,8800
2023-06-12,Monday,6,2023,0,0,Gulab Jamun,34,80,2720
2023-06-12,Monday,6,2023,0,0,Mango Lassi,38,90,3420
2023-06-12,Monday,6,2023,0,0,Masala Dosa,60,120,7200
2023-06-12,Monday,6,2023,0,0,Naan,92,60,5520
2023-06-12,Monday,6,2023,0,0,Paneer Tikka,44,280,12320
2023-06-13,Tuesday,6,2023,0,0,Biryani,106,350,37100
2023-06-13,Tuesday,6,2023,0,0,Butter Chicken,82,320,26240
2023-06-13,Tuesday,6,2023,0,0,Dal Makhani,48,220,10560
2023-06-13,Tuesday,6,2023,0,0,Gulab Jamun,43,80,3440
2023-06-13,Tuesday,6,2023,0,0,Mango Lassi,58,90,5220
2023-06-13,Tuesday,6,2023,0,0,Masala Dosa,71,120,8520
2023-06-13,Tuesday,6,2023,0,0,Naan,142,60,8520
2023-06-13,Tuesday,6,2023,0,0,Paneer Tikka,51,280,14280
2023-06-14,Wednesday,6,2023,0,0,Biryani,106,350,37100
2023-06-14,Wednesday,6,2023,0,0,Butter Chicken,90,320,28800
2023-06-14,Wednesday,6,2023,0,0,Dal Makhani,40,220,8800
2023-06-14,Wednesday,6,2023,0,0,Gulab Jamun,40,80,3200
2023-06-14,Wednesday,6,2023,0,0,Mango Lassi,52,90,4680
2023-06-14,Wednesday,6,2023,0,0,Masala Dosa,65,120,7800
2023-06-14,Wednesday,6,2023,0,0,Naan,109,60,6540
2023-06-14,Wednesday,6,2023,0,0,Paneer Tikka,61,280,17080
2023-06-15,Thursday,6,2023,0,0,Biryani,105,350,36750
2023-06-15,Thursday,6,2023,0,0,Butter Chicken,77,320,24640
2023-06-15,Thursday,6,2023,0,0,Dal Makhani,51,220,11220
2023-06-15,Thursday,6,2023,0,0,Gulab Jamun,38,80,3040
2023-06-15,Thursday,6,2023,0,0,Mango Lassi,52,90,4680
2023-06-15,Thursday,6,2023,0,0,Masala Dosa,51,120,6120
2023-06-15,Thursday,6,2023,0,0,Naan,126,60,7560
2023-06-15,Thursday,6,2023,0,0,Paneer Tikka,61,280,17080
2023-06-16,Friday,6,2023,0,0,Biryani,170,350,59500
2023-06-16,Friday,6,2023,0,0,Butter Chicken,89,320,28480
2023-06-16,Friday,6,2023,0,0,Dal Makhani,74,220,16280
2023-06-16,Friday,6,2023,0,0,Gulab Jamun,59,80,4720
2023-06-16,Friday,6,2023,0,0,Mango Lassi,68,90,6120
2023-06-16,Friday,6,2023,0,0,Masala Dosa,107,120,12840
2023-06-16,Friday,6,2023,0,0,Naan,165,60,9900
2023-06-16,Friday,6,2023,0,0,Paneer Tikka,84,280,23520
2023-06-17,Saturday,6,2023,1,0,Biryani,137,350,47950
2023-06-17,Saturday,6,2023,1,0,Butter Chicken,96,320,30720
2023-06-17,Saturday,6,2023,1,0,Dal Makhani,66,220,14520
2023-06-17,Saturday,6,2023,1,0,Gulab Jamun,61,80,4880
2023-06-17,Saturday,6,2023,1,0,Mango Lassi,82,90,7380
2023-06-17,Saturday,6,2023,1,0,Masala Dosa,91,120,10920
2023-06-17,Saturday,6,2023,1,0,Naan,173,60,10380
2023-06-17,Saturday,6,2023,1,0,Paneer Tikka,75,280,21000
2023-06-18,Sunday,6,2023,1,0,Biryani,99,350,34650
2023-06-18,Sunday,6,2023,1,0,Butter Chicken,116,320,37120
2023-06-18,Sunday,6,2023,1,0,Dal Makhani,72,220,15840
2023-06-18,Sunday,6,2023,1,0,Gulab Jamun,50,80,4000
2023-06-18,Sunday,6,2023,1,0,Mango Lassi,56,90,5040
2023-06-18,Sunday,6,2023,1,0,Masala Dosa,89,120,10680
2023-06-18,Sunday,6,2023,1,0,Naan,142,60,8520
2023-06-18,Sunday,6,2023,1,0,Paneer Tikka,64,280,17920
2023-06-19,Monday,6,2023,0,0,Biryani,79,350,27650
2023-06-19,Monday,6,2023,0,0,Butter Chicken,65,320,20800
2023-06-19,Monday,6,2023,0,0,Dal Makhani,26,220,5720
2023-06-19,Monday,6,2023,0,0,Gulab Jamun,28,80,2240
2023-06-19,Monday,6,2023,0,0,Mango Lassi,43,90,3870
2023-06-19,Monday,6,2023,0,0,Masala Dosa,56,120,6720
2023-06-19,Monday,6,2023,0,0,Naan,94,60,5640
2023-06-19,Monday,6,2023,0,0,Paneer Tikka,50,280,14000
2023-06-20,Tuesday,6,2023,0,0,Biryani,108,350,37800
2023-06-20,Tuesday,6,2023,0,0,Butter Chicken,77,320,24640
2023-06-20,Tuesday,6,2023,0,0,Dal Makhani,42,220,9240
2023-06-20,Tuesday,6,2023,0,0,Gulab Jamun,43,80,3440
2023-06-20,Tuesday,6,2023,0,0,Mango Lassi,47,90,4230
2023-06-20,Tuesday,6,2023,0,0,Masala Dosa,66,120,7920
2023-06-20,Tuesday,6,2023,0,0,Naan,143,60,8580
2023-06-20,Tuesday,6,2023,0,0,Paneer Tikka,62,280,17360
2023-06-21,Wednesday,6,2023,0,0,Biryani,104,350,36400
2023-06-21,Wednesday,6,2023,0,0,Butter Chicken,73,320,23360
2023-06-21,Wednesday,6,2023,0,0,Dal Makhani,58,220,12760
2023-06-21,Wednesday,6,2023,0,0,Gulab Jamun,51,80,4080
2023-06-21,Wednesday,6,2023,0,0,Mango Lassi,51,90,4590
2023-06-21,Wednesday,6,2023,0,0,Masala Dosa,54,120,6480
2023-06-21,Wednesday,6,2023,0,0,Naan,105,60,6300
2023-06-21,Wednesday,6,2023,0,0,Paneer Tikka,51,280,14280
2023-06-22,Thursday,6,2023,0,0,Biryani,98,350,34300
2023-06-22,Thursday,6,2023,0,0,Butter Chicken,71,320,22720
2023-06-22,Thursday,6,2023,0,0,Dal Makhani,59,220,12980
2023-06-22,Thursday,6,2023,0,0,Gulab Jamun,54,80,4320
2023-06-22,Thursday,6,2023,0,0,Mango Lassi,49,90,4410
2023-06-22,Thursday,6,2023,0,0,Masala Dosa,63,120,7560
2023-06-22,Thursday,6,2023,0,0,Naan,136,60,8160
2023-06-22,Thursday,6,2023,0,0,Paneer Tikka,65,280,18200
2023-06-23,Friday,6,2023,0,0,Biryani,166,350,58100
2023-06-23,Friday,6,2023,0,0,Butter Chicken,113,320,36160
2023-06-23,Friday,6,2023,0,0,Dal Makhani,77,220,16940
2023-06-23,Friday,6,2023,0,0,Gulab Jamun,62,80,4960
2023-06-23,Friday,6,2023,0,0,Mango Lassi,66,90,5940
2023-06-23,Friday,6,2023,0,0,Masala Dosa,83,120,9960
2023-06-23,Friday,6,2023,0,0,Naan,170,60,10200
2023-06-23,Friday,6,2023,0,0,Paneer Tikka,81,280,22680
2023-06-24,Saturday,6,2023,1,0,Biryani,137,350,47950
2023-06-24,Saturday,6,2023,1,0,Butter Chicken,129,320,41280
2023-06-24,Saturday,6,2023,1,0,Dal Makhani,66,220,14520
2023-06-24,Saturday,6,2023,1,0,Gulab Jamun,67,80,5360
2023-06-24,Saturday,6,2023,1,0,Mango Lassi,66,90,5940
2023-06-24,Saturday,6,2023,1,0,Masala Dosa,80,120,9600
2023-06-24,Saturday,6,2023,1,0,Naan,142,60,8520
2023-06-24,Saturday,6,2023,1,0,Paneer Tikka,79,280,22120
2023-06-25,Sunday,6,2023,1,0,Biryani,164,350,57400
2023-06-25,Sunday,6,2023,1,0,Butter Chicken,91,320,29120
2023-06-25,Sunday,6,2023,1,0,Dal Makhani,70,220,15400
2023-06-25,Sunday,6,2023,1,0,Gulab Jamun,48,80,3840
2023-06-25,Sunday,6,2023,1,0,Mango Lassi,84,90,7560
2023-06-25,Sunday,6,2023,1,0,Masala Dosa,83,120,9960
2023-06-25,Sunday,6,2023,1,0,Naan,190,60,11400
2023-06-25,Sunday,6,2023,1,0,Paneer Tikka,83,280,23240
2023-06-26,Monday,6,2023,0,0,Biryani,98,350,34300
2023-06-26,Monday,6,2023,0,0,Butter Chicken,59,320,18880
2023-06-26,Monday,6,2023,0,0,Dal Makhani,41,220,9020
2023-06-26,Monday,6,2023,0,0,Gulab Jamun,32,80,2560
2023-06-26,Monday,6,2023,0,0,Mango Lassi,47,90,4230
2023-06-26,Monday,6,2023,0,0,Masala Dosa,68,120,8160
2023-06-26,Monday,6,2023,0,0,Naan,106,60,6360
2023-06-26,Monday,6,2023,0,0,Paneer Tikka,45,280,12600
2023-06-27,Tuesday,6,2023,0,0,Biryani,126,350,44100
2023-06-27,Tuesday,6,2023,0,0,Butter Chicken,77,320,24640
2023-06-27,Tuesday,6,2023,0,0,Dal Makhani,51,220,11220
2023-06-27,Tuesday,6,2023,0,0,Gulab Jamun,41,80,3280
2023-06-27,Tuesday,6,2023,0,0,Mango Lassi,47,90,4230
2023-06-27,Tuesday,6,2023,0,0,Masala Dosa,76,120,9120
2023-06-27,Tuesday,6,2023,0,0,Naan,133,60,7980
2023-06-27,Tuesday,6,2023,0,0,Paneer Tikka,59,280,16520
2023-06-28,Wednesday,6,2023,0,0,Biryani,132,350,46200
2023-06-28,Wednesday,6,2023,0,0,Butter Chicken,67,320,21440
2023-06-28,Wednesday,6,2023,0,0,Dal Makhani,41,220,9020
2023-06-28,Wednesday,6,2023,0,0,Gulab Jamun,45,80,3600
2023-06-28,Wednesday,6,2023,0,0,Mango Lassi,58,90,5220
2023-06-28,Wednesday,6,2023,0,0,Masala Dosa,65,120,7800
2023-06-28,Wednesday,6,2023,0,0,Naan,122,60,7320
2023-06-28,Wednesday,6,2023,0,0,Paneer Tikka,44,280,12320
2023-06-29,Thursday,6,2023,0,0,Biryani,104,350,36400
2023-06-29,Thursday,6,2023,0,0,Butter Chicken,85,320,27200
2023-06-29,Thursday,6,2023,0,0,Dal Makhani,50,220,11000
2023-06-29,Thursday,6,2023,0,0,Gulab Jamun,46,80,3680
2023-06-29,Thursday,6,2023,0,0,Mango Lassi,57,90,5130
2023-06-29,Thursday,6,2023,0,0,Masala Dosa,80,120,9600
2023-06-29,Thursday,6,2023,0,0,Naan,122,60,7320
2023-06-29,Thursday,6,2023,0,0,Paneer Tikka,54,280,15120
2023-06-30,Friday,6,2023,0,0,Biryani,146,350,51100
2023-06-30,Friday,6,2023,0,0,Butter Chicken,112,320,35840
2023-06-30,Friday,6,2023,0,0,Dal Makhani,55,220,12100
2023-06-30,Friday,6,2023,0,0,Gulab Jamun,55,80,4400
2023-06-30,Friday,6,2023,0,0,Mango Lassi,76,90,6840
2023-06-30,Friday,6,2023,0,0,Masala Dosa,84,120,10080
2023-06-30,Friday,6,2023,0,0,Naan,178,60,10680
2023-06-30,Friday,6,2023,0,0,Paneer Tikka,89,280,24920
2023-07-01,Saturday,7,2023,1,0,Biryani,151,350,52850
2023-07-01,Saturday,7,2023,1,0,Butter Chicken,122,320,39040
2023-07-01,Saturday,7,2023,1,0,Dal Makhani,80,220,17600
2023-07-01,Saturday,7,2023,1,0,Gulab Jamun,63,80,5040
2023-07-01,Saturday,7,2023,1,0,Mango Lassi,57,90,5130
2023-07-01,Saturday,7,2023,1,0,Masala Dosa,122,120,14640
2023-07-01,Saturday,7,2023,1,0,Naan,177,60,10620
